headline,is_sarcastic,emotion
Study: Does Yelling at Computers Fix Crashes?,1,curiosity
Couple Finds Message in Bottle from 1980s,0,joy
First trip to Rome completed,0,excitement
once-homeless hairstylist helps girls in need in the most beautiful way,0,admiration
Parent and I shared meaningful conversation,0,love
Excited to meet long-distance friend,0,anticipation
Volunteers Evaluate Half-Hearted Efforts,1,reflection
Hospital Denies Care Over Insurance Glitch,0,disapproval
New Roller Coaster Opens: Adrenaline-Pumping Ride Draws Massive Crowds,0,excitement
"Oh, A New Factory to Save the Jobless, How Nice",1,somber irony
Gym Memberships Skyrocket After Free Pizza Incentive,1,humor
"Another Yeti Hair Sample, Authentic",1,curiosity
"Great, reflection happens mostly in traffic jams",1,reflection
Political controversy addressed transparently,0,drama
"Amazing, flooding destroys roadsso dramatic",1,somber irony
"Great, more budget cuts! Cant wait",1,excitement
Manager posts playful own your ideas guide,1,empowerment
"my worst audition ever?  or, the danger of playing paddle ball, chewing gum, and singing ""we built this city"" simultaneously",0,humor
"Expedition Perils, Tents Tremble",1,drama
"Fantastic, elevator music againanticipation overload",1,anticipation
Seniors Master New Tech Skills for Jobs,0,empowerment
exclusive promo hints stephen colbert will unleash on trump in live election show,0,anticipation
Community Leaders Vow to Fight Educational Inequality,0,activism
Mayor declares success achieved mid-collapse,0,contempt
Scientists March for Evidence-Based Policy Making,0,activism
Chef's Culinary Skills Earn High Appreciation at Food Festival,0,admiration
"Oh, another inclusive ad featuring the same three models",1,surprise
"Remarkable, Therapists Giving Bad Advice",1,admiration
"Save One Historic Site, Lose Ten More, Perfect",1,somber irony
Peace challenge encourages staring at sky,1,relaxation
"Another ""Thoughts and Prayers"" Post, Helpful",1,sadness
"dem rep. totally nails why congress is falling short on gender, racial equality",0,admiration
Incredible! Politician fulfills campaign promise (typo?),1,surprise
Ice Doesnt Melt in Direct Sunlight,1,curiosity
Experts say rising ocean temperatures may trigger stronger storms,0,fear
"Insect Bite Itches, Swelling Fashion Statement",1,anticipation
Friend had a babyso thrilled,0,excitement
Residents Clean Up Local Park,0,sincerity
Photographers Review Blurry Shots Profoundly,1,reflection
Residents gather for evening candlelight walk,0,relaxation
"Great, political corruptionthrill rising",1,somber irony
"Incredible, system updates at 2 AMheart racing",1,anticipation
Town celebrates return of power cuts and candlelight nostalgia,1,nostalgia
"City Approves Luxury Towers, Locals Rage at Gentrification",0,anger
man forced to pathetically comb through movie for familiar scene after falling asleep previous night,1,humor
"Local Artists Mural Brightens City, Residents Applaud",0,joy
Puzzle Night Solves Mysteries with Teamwork Laughs,0,joy
Restaurant prints vegan next to chicken dish,0,embarrassment
Volunteer Program Empowers Participants with Mandatory Unpaid Labor,1,empowerment
Bought dream car,0,excitement
First Snowman of Season Towers Over Yard,0,joy
Secret Compartment Holds Future Coin,0,curiosity
Residents pretend to love reading newspapers again,1,nostalgia
You cant see your reflection in rushing water,0,reflection
Politicians social-media apology misspells apology,0,embarrassment
CEO says paying taxes hurts innovation,1,contempt
Sometimes looking back helps you move forward,0,reflection
Overcrowded Schools Draw Criticism from Parents,0,disapproval
Coworkers enjoy team silence after burnout workshop,1,relaxation
"Town Fails to Enforce Parking Rules, Drivers Irate",0,anger
Stillness reveals lessons the mind ignores,0,reflection
"study finds only 1 in 3 lasik surgeries end in laser boring through eye, incinerating brain, shooting through skull on other side",1,humor
Volunteers Help Seniors Shop for Groceries,0,sincerity
Mayor Heroically Promises More Promises Next Year,1,sincerity
11 doodles to help you hang in there after heartbreak,0,hope
Empty Jar of Firefly Memories,0,sadness
"Earthquake slightly shakes buildings, residents scream",1,intensity
Students Raise Funds to Support Animal Rescue,0,sincerity
Citizens Plant Flowers Around City,0,sincerity
Mountain climbers face extreme conditions on icy peak,0,intensity
Achieved milestone in coding bootcamp,0,excitement
Startups Pitch Fails to Impress Investors,0,embarrassment
"Oh Sure, Community Cares About Shelters Now",1,sincerity
CEOs empower everyone memo accidentally empowers cleaning staff,1,empowerment
Government announces reform of reforms,0,contempt
"Scientists March Facts, Politicians Listen",1,activism
chicago's shedd aquarium admits panda exhibit a ghastly mistake,1,humor
Researchers find possible cure for rare disease,0,surprise
"Mutations Rampant, Evolution Speeds Up",1,fear
Workouts 'Build' Strength Through Endless Pain,1,empowerment
"Outstanding, Inequality Growing Unchecked",1,concern
"Oh yes, spam email overload, thrilling",1,excitement
Radio Plays Song Before Release,0,curiosity
Students Voice Sadness Over Teacher's Unexpected Retirement,0,sadness
Elderly Dog Waits Daily at Empty Bus Stop,0,sadness
Man Declares His Fridge a National Treasure,1,humor
Activists Rally for Climate Change Reforms in Capital City,0,activism
Won city marathon championship,0,excitement
First time attending music festival,0,excitement
Lottery Winner Goes Broke Funding Friends' Dreams,0,somber irony
Town Announces Schedule for Summer Festivals,0,neutral
"Iconic, Bees Vanishing Fast",1,concern
"Explosion a tiny pop, emergency services everywhere",1,intensity
Final Rehearsal Before Theater Demolition,0,sadness
Environmentalists condemn illegal forest clearing,0,anger
Lakeside Cabins Deliver Serenity for Weekend Getaways,0,relaxation
Study: Staring at Phone Boosts Brainpower,1,humor
Retired Teacher Mentors Young Students,0,sincerity
Snow Covers Untouched Snow Angel,1,sadness
Teen Heroically Collects Dust Instead of Donations,1,sincerity
City museum opens exhibit of things that never worked right,1,nostalgia
"Surprise Snow Day Closes Schools, Kids Build Forts",0,joy
Fishermen fear disappearing fish populations,0,fear
Families Recall Cherished Traditions Passed Down Generations,0,reflection
Town closes nostalgia fest with one final dial-up tone,1,nostalgia
Scientists Breakthrough Starts Same Old Fight,1,drama
"Oh great, neighbors lend a hand for community safety.",1,solidarity
Town Hosts Worlds Slowest Dance-Off for Fun,0,humor
"Oh, Admiration Flows for Celebrity's 'Heroic' Tantrum",1,admiration
Bill Denies Water Break in Heatwave,0,disapproval
"Traumatized Survivors Recover, Therapy Services Stretched",0,concern
Scientists Team Up to Pat Themselves on the Back,1,solidarity
School Overcrowding Draws Scorn from Teachers,0,disapproval
Surgeon's Steady Hand Saves Infant in Complex Operation,0,admiration
"Scientist Loses Notebook, Knowledge Doomed",1,sadness
Heartbreak Hits Hard: Sale 'Missed' by One Minute,1,sadness
Residents organize local volunteer initiative,0,empowerment
Genetic Mutations from Pollution Alarm Scientists,0,fear
"City Ignores Pothole Reports, Residents Slam Neglect",0,anger
"Spectacular, Digital Divides Leaving People Behind",1,concern
Mentors Share Insights from Guiding Others' Paths,0,reflection
Anti-Racism Demonstrators Call for Police Accountability Measures,0,activism
"Just what we needed, volunteers unite for education reform.",1,solidarity
Doctors Operate Through Intense Surgery,0,intensity
Extreme weather causes displacement,0,somber irony
Ultimate Activism: Recycling 'One' Bottle a Year,1,activism
"Fantastic, unexpected client callheart racing",1,anticipation
Cassettes Flip Side Boring Songs,1,nostalgia
"Fantastic, my weather app just screamed run",1,fear
"History Preserves Itself, Time Travels",1,hope
"police say woman made up story of attack by two men, one wearing a trump hat (update)",0,anger
"Heroic, Plumbers Leaking Pipes",1,admiration
Partner seeks counseling to resolve conflict,0,drama
Completed first DIY home project,0,excitement
Freedom Statue Unveiled in Nation Detaining Journalists,0,somber irony
Pet played fetchjoyful bonding,0,love
Teens establish peer support club,0,empowerment
Excited for upcoming music festival,0,anticipation
Volunteers fight for social equality.,0,solidarity
Groundbreakingsocial media causes anxiety (again),1,surprise
"Perfect, my city just joined the flood-of-the-month club",1,fear
"Amazing, Evolving Remedies Rapidly",1,hope
"Wildfire spreads rapidly, communities evacuated",0,intensity
Looking forward to friends birthday party,0,anticipation
Ads Target Needs Thoughtfully,1,contempt
"Information Processed, Errors Detected",1,neutral
"Wedding Cake Falls During Reception, Guests Cheer for Seconds",0,joy
Earthquake tremors leave citizens on edge,0,fear
Bookstore Stocks New Releases,0,neutral
Reflection humbles pride and strengthens grace,0,reflection
Scientists explain why sleep routines matter,0,neutral
Textile Factory Produces Fabrics,0,neutral
Card Charges to Dispute Charge,0,disapproval
"Corporate Greed Drives Up Prices, Ignoring Consumer Struggles",0,contempt
"Another Politician ""Cares"" About the Poor",1,sadness
Concert crowd sings verse before performer does,0,embarrassment
"CEO Forgets Lines, Public Speaking Pro",1,embarrassment
"Salute, Urging Objectives Impossibly",1,hope
Retro Fashion Trends Revive 90s Grunge Looks,0,nostalgia
Who needs sleep when you have constant breaking news,1,fear
Volunteers find missing hiker alive after 9 days,0,surprise
Just what I needed: a potentially catastrophic morning,1,fear
Pure Disgust at the 'Beautiful' Urban Decay,1,disapproval
Creature Rescuers Protest Exotic Animal Trade,0,activism
Artists Reflect on Creative Journeys in Exhibition,0,reflection
Courtroom tensions risejury deliberates,0,drama
Global Activists Push for Nuclear Disarmament,0,activism
"this labor day, let's boost opportunity in every zip code",0,joy
Patients Slam Healthcare System Failures,0,anger
Transparency Act classified as secret,1,contempt
"Incredible, couple photos dominate every feed",1,love
Cynical Critics Trash Art Without Understanding,0,contempt
governor too embarrassed to say which state he leads,1,humor
Passionate Affection for Monday 'Morning' Meetings,1,love
"Amazing, relationship goals posts everywhere",1,love
Festival Features Fireworks and Live Music All Night,0,joy
Lost Phone Returned with Selfie Inside,0,joy
Media Delivers Criticism on Celebrity's Reckless Behavior,0,disapproval
"New Law Requires Public Naps, Dignified Move",1,embarrassment
TV guest waves at camera long after fade-out,0,embarrassment
Cooking Show Finale: Contestants Whip Up Mouthwatering Surprises,0,excitement
"Earthquake Reveals Hidden Cave System, Geologists in Surprise",0,surprise
Historic high street shops reopen to celebrate tradition,0,nostalgia
Celebrity involved in public feud,0,drama
Family Reunion Ends with Laughter and Hugs All Around,0,joy
Influencer claims charity work is so exhausting emotionally,1,contempt
study: good porn still hard to find,1,humor
Old factory converted into heritage art space,0,nostalgia
Politician praises himself for attending meeting,0,contempt
Startup received first funding round,0,excitement
Community members train together for charity marathon,0,empowerment
Celebrities Lecture on Climate from Private Jets,1,contempt
Companys loyalty bonus comes in the form of survival,1,contempt
"Billionaire Buys Park, Hero of Public Spaces",1,admiration
Partner confronted about hidden feelings,0,drama
Government Declares Clouds a Public Nuisance,1,neutral
Earthquake shakes multiple cities violently,0,intensity
"Deadline Approaches Fast, Procrastination Wins",1,anticipation
So happy the power went out againmodern living at its finest,1,anger
Old Books Yellow Pages Smell Like Wisdom Dust,1,nostalgia
Fishermen fear storm may destroy boats and nets,0,fear
lindsey graham's leaked voicemails are very revealing,0,curiosity
Shops Thank You banner printed upside down,0,embarrassment
